Drug Name	Gene Symbol
LErafAON	RAF1
(2R)-N-[(2R)-2-(DIHYDROXYBORYL)-1-L-PROLYLPYRROLIDIN-2-YL]-N-[(5R)-5-(DIHYDROXYBORYL)-1-L-PROLYLPYRROLIDIN-2-YL]-L-PROLINAMIDE	DPP4
Drotaverine	PDE4A|CACNA1C
Ibritumomab	FCGR2B|FCGR3A|C1QC|C1QB|C1QA|FCGR3B|FCGR1A|C1S|C1R|FCGR2A|MS4A1
4-CHLORO-6-(4-{4-[4-(METHYLSULFONYL)BENZYL]PIPERAZIN-1-YL}-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL	HSP90AA1
Farnesol	MAOB
(3aS)-3a-hydroxy-7-methyl-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin-4-one	MYH14
Ondansetron	HTR4|OPRM1|HTR1A|HTR1B|HTR3A
Chloropyramine	HRH1
recombinant human GM-CSF	CSF2RA
HZT-501	HRH2
RPR131247	PRSS1
Lumacaftor	CFTR
Theophylline	ADORA2A|ADORA2B|HDAC2|ADORA1|PDE3A|PDE4A|PDE4B|PDE5A
TG100801	FLT4|CSK|KDR|FLT1
Ginseng	IL6|PTGS2|AHR
PF-00356231	MMP12
N-Cyclohexyltaurine	EN2|SULT2B1
Afimoxifene	ESRRG|ESR2|ESR1
Sri-9439	DHFR
4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZOIC ACID	CDK2|CCNA2
N-[amino(imino)methyl]-2-(2,5-diphenyl-1H-pyrrol-1-yl)acetamide	BACE1
Bifeprunox	DRD2|HTR1A
Hexane-1,6-Diol	NR3C1|HRAS|PLA2G1B
2-(3-CHLORO-6-{[2,2-DIFLUORO-2-(1-OXIDOPYRIDIN-2-YL)ETHYL]AMINO}-1-OXIDOPYRIDIN-2-YL)-N-[1-(3-CHLOROPHENYL)ETHYL]ACETAMIDE	F2
AL7182	CA2
5,7-DIHYDROXY-2-(3,4,5-TRIHYDROXYPHENYL)-4H-CHROMEN-4-ONE	PIM1
6-(CYCLOHEXYLAMINO)-9-[2-(4-METHYLPIPERAZIN-1-YL)-ETHYL]-9H-PURINE-2-CARBONITRILE	CTSK
ISIS 113715	PTPN1
[4-(4-Hydroxy-3-Iodo-Phenoxy)-3,5-Diiodo-Phenyl]-Acetic Acid	THRB
4-(6-HYDROXY-1H-INDAZOL-3-YL)BENZENE-1,3-DIOL	NCOA2|ESR1
(1Z)-4-(4-FLUOROPHENYL)-2-METHYLIDENEBUTAN-1-IMINE	MAOB
2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Benzothiazole	PYGM
Genz-112638	UGCG
Dihydrotestosterone	HSD17B1|AR
S-Ethyl-N-Phenyl-Isothiourea	NOS1|NOS3
L-Alpha-Glycerophosphorylethanolamine	ANXA5
2-({5-CHLORO-2-[(2-METHOXY-4-MORPHOLIN-4-YLPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-N-METHYLBENZAMIDE	PTK2
METOPRINE, METHODICHLOROPHEN	HNMT
2-(cyclohexylamino)benzoic acid	CHEK1
2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Imino]-5-Phosphono-Pent-3-Enoic Acid	CTH
5-amino-2,4,6-tribromobenzene-1,3-dicarboxylic acid	PRSS1
Isoprenaline	ADRB3|ADRB1|ADRB2|MAPK1|PIK3R3|PIK3R2|PIK3R1
Ergonovine	ADRA1A
1,6-DI-O-PHOSPHONO-D-MANNITOL	ALDOA
NCX 4016	PTGS1
Perindopril	ACE
Adenosine-5-Diphosphoribose	SIRT3|EEF2|GAPDH|SIRT5
Zinc Substituted Heme C	CYCS
4-[(7R,7AS)-7-HYDROXY-1,3-DIOXOTETRAHYDRO-1H-PYRROLO[1,2-C]IMIDAZOL-2(3H)-YL]-1-NAPHTHONITRILE	AR
2-(6-methylpyridin-2-yl)-N-pyridin-4-ylquinazolin-4-amine	TGFBR1
N,N-dimethylarginine	NOS2|NOS3
(Diaminomethyl-Methyl-Amino)-Acetic Acid	CKM
Balanol	PRKACA
4-(3-{[5-(trifluoromethyl)pyridin-2-yl]oxy}benzyl)piperidine-1-carboxylic acid	FAAH
Buprenorphine	OPRK1|OPRM1|OPRD1
Pimecrolimus	MTOR|FKBP1A
2-AMINO-4-(2,4-DICHLOROPHENYL)-N-ETHYLTHIENO[2,3-D]PYRIMIDINE-6-CARBOXAMIDE	HSP90AA1
Loratadine	HRH1
S-Hydroxycysteine	C3|GSTP1|PMP2|ACAT2|GSTA1
S-(P-Nitrobenzyl)Glutathione	GSTP1
1-(5-OXO-2,3,5,9B-TETRAHYDRO-1H-PYRROLO[2,1-A]ISOINDOL-9-YL)-3-(5-PYRROLIDIN-2-YL-1H-PYRAZOL-3-YL)-UREA	CDK2
Epratuzumab	CD22
3-({[3,5-DIFLUORO-3'-(TRIFLUOROMETHOXY)BIPHENYL-4-YL]AMINO}CARBONYL)THIOPHENE-2-CARBOXYLIC ACID	DHODH
(2S)-3-[(R)-[(1S)-1-amino-3-phenylpropyl](hydroxy)phosphoryl]-2-benzylpropanoic acid	LAP3
2-({2-[(3-HYDROXYPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)BENZAMIDE	MAPK8
Methocarbamol	CA1
[N-(2,4-DIAMINOPTERIDIN-6-YL)-METHYL]-DIBENZ[B,F]AZEPINE	DHFR
Ifenprodil	GRIN2B|GRIN1
Afatinib	ERBB2|EGFR|ERBB4
Mecasermin	IGFBP3|INSR|IGF2R|IGF1R
Cholesterol	RORA
SP2456	IL2
1-N-(4-SULFAMOYLPHENYL-ETHYL)-2,4,6-TRIMETHYLPYRIDINIUM	CA2
9-HYDROXY-6-(3-HYDROXYPROPYL)-4-(2-METHOXYPHENYL)PYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE	WEE1
N-(2-AMINOETHYL)-2-{3-CHLORO-4-[(4-ISOPROPYLBENZYL)OXY]PHENYL} ACETAMIDE	PDK2
8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine	HSP90AA1
1-(PHENYLMETHYL)CYCLOPENTYL[(1S)-1-FORMYLPENTYL]CARBAMATE	CTSK
6-(4-{(1S,2S)-2-AMINO-1-[(DIMETHYLAMINO)CARBONYL]-3-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-3-OXOPROPYL}PHENYL)-1H-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-4-IUM	DPP4
Epoetin alfa	EPOR
Aluminium	TF|ATP1A1
Rocuronium	CHRM2|CHRNA2|HTR3A
1-[(2S)-2-[(4-CHLOROBENZYL)OXY]-2-(2,4-DICHLOROPHENYL)ETHYL]-1H-IMIDAZOLE	CYP51A1
(2S)-8-[(tert-butoxycarbonyl)amino]-2-(1H-indol-3-yl)octanoic acid	SKP1
4-(2-amino-1,3-thiazol-4-yl)phenol	LTA4H
Hydroxocobalamin	MUT|AMN|MTR|TCN1|CUBN|MMACHC|MTRR|MMAA|MMAB
Porfimer	LDLR|FCGR1A
Benzo[B]Thiophene-2-Carboxamidine	PRSS1
N-[4-(3-BROMO-PHENYLAMINO)-QUINAZOLIN-6-YL]-ACRYLAMIDE	SRC|EGFR
CRA_8696	PRSS1|F2|PLAU
1-(6-CYANO-3-PYRIDYLCARBONYL)-5',8'-DIFLUOROSPIRO[PIPERIDINE-4,2'(1'H)-QUINAZOLINE]-4'-AMINE	NOS2
4-[(4-METHYL-1-PIPERAZINYL)METHYL]-N-[3-[[4-(3-PYRIDINYL)-2-PYRIMIDINYL]AMINO]PHENYL]-BENZAMIDE	SRC
Interferon alfa-n3	IFNAR2|IFNAR1
Pyroglutamic Acid	ANG|AMY2A|AMY2B|CCL8|TFF2|VEGFA
Bepotastine	HRH1
N-Methyl-N-(Methylbenzyl)Formamide	REN
Pergolide	ADRA1A|ADRA1B|ADRA1D|DRD3|DRD4|DRD5|DRD2|ADRA2A|ADRA2B|ADRA2C|HTR2A|HTR2C|HTR2B|HTR1D|DRD1|HTR1A|HTR1B
FR117016	ADA
Mefenamic acid	PTGS2|PTGS1
Inecalcitol	VDR
(1n)-4-N-Butoxyphenylsulfonyl-(2r)-N-Hydroxycarboxamido-(4s)-Methanesulfonylamino-Pyrrolidine	MMP3
Azelastine	HRH1
{4-[3-(4-acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy}acetic acid	PPARD
ALPHA-HYDROXYFARNESYLPHOSPHONIC ACID	FNTA|FNTB
7,8-Dihydrobiopterin	PAH|NOS2|PCBD1|TH
Kabiramide C	ACTA1
Sufentanil	OPRK1|OPRM1|OPRD1
Eltrombopag	MPL
XL880	HGF|KDR
Rosuvastatin	HMGCR
AZD-8330	MAP3K1
Obinutuzumab	MS4A1
2-METHYL-2-(4-{[({4-METHYL-2-[4-(TRIFLUOROMETHYL)PHENYL]-1,3-THIAZOL-5-YL}CARBONYL)AMINO]METHYL}PHENOXY)PROPANOIC ACID	NCOA1|PPARA
Orlistat	FASN|PNLIP|LIPF
RHIIP	INSR
Porphobilinogen	ALAD
3-(3-FLUORO-4-HYDROXYPHENYL)-7-HYDROXY-1-NAPHTHONITRILE	NCOA1|ESR2
Sodium Tetradecyl Sulfate	PROS1|PROC
D-Arginine	CKM
Sibutramine	SLC6A3|SLC6A2|SLC6A4
AZD2171	KDR
Batimastat	ADAMTS5|MMP16|MMP12|MMP8
Collagenase clostridium histolyticum	COL1A2|COL3A1|COL2A1|COL1A1
N,N-DIETHYL-2-[(2-THIENYLCARBONYL)AMINO]-4,5,6,7-TETRAHYDRO-1-BENZOTHIOPHENE-3-CARBOXAMIDE	KIF11
(2R)-1-(DIMETHYLAMINO)-3-{4-[(6-{[2-FLUORO-5-(TRIFLUOROMETHYL)PHENYL]AMINO}PYRIMIDIN-4-YL)AMINO]PHENOXY}PROPAN-2-OL	CDK2
Trisalicylate-choline	PTGS2|PTGS1
2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,5-Diol	ABO
Isoflurane	GABRG3|GABRG2|GABRG1|GRIA1|GABRA5|GABRA4|GABRA6|GABRA1|GABRA3|ATP5D|ATP2C1|CALM3|GABRA2|KCNA1|GABRB1|GABRB2|GABRB3|GLRA1|GABRQ|GABRP|GABRE|GABRD
WX-G250	CA9|IL2
2-(Biphenyl-4-Sulfonyl)-1,2,3,4-Tetrahydro-Isoquinoline-3-Carboxylic Acid	MMP8
(3R,4S)-1-[6-(6-METHOXYPYRIDIN-3-YL)PYRIMIDIN-4-YL]-4-(2,4,5-TRIFLUOROPHENYL)PYRROLIDIN-3-AMINE	DPP4
5-(DIMETHYLAMINO)-1-NAPHTHALENESULFONIC ACID(DANSYL ACID)	F2|F7
2,6-Difluorobenzenesulfonamide	CA2
CX717	GRIA2|GRIA3|BDNF|GRIA1|GRIA4
Bambuterol	ADRB2
Fumagillin	METAP2
5-Beta-D-Ribofuranosylnicotinamide Adenine Dinucleotide	ADH1C
4-Carboxycinnamic Acid	HBA2|HBB
Levomilnacipran	SLC6A2|SLC6A4
N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(MORPHOLIN-4-YLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE	CTSS
Sorafenib	PDGFRB|RET|KIT|BRAF|FLT4|FGFR1|RAF1|FLT3|KDR|FLT1
Inositol 1,3-Bisphosphate	EEA1
Etretinate	RARA|RARB|RARG|RXRG|RXRA|RXRB
(2R,3R,4S)-3-(4-HYDROXYPHENYL)-4-METHYL-2-[4-(2-PYRROLIDIN-1-YLETHOXY)PHENYL]CHROMAN-6-OL	ESR1
Trimethaphan	CHRNA10
4-(3-Pyridin-2-Yl-1h-Pyrazol-4-Yl)Quinoline	TGFBR1
Acarbose Derived Hexasaccharide	AMY2A
Paroxetine	SLC6A2|SLC6A4|CHRM5|CHRM4|CHRM3|CHRM2|CHRM1|HTR2A
4-(DIMETHYLAMINO)BUTYL IMIDOTHIOCARBAMATE	HNMT
5-(4-METHOXYBIPHENYL-3-YL)-1,2,5-THIADIAZOLIDIN-3-ONE 1,1-DIOXIDE	PTPN1
2-Methyl-3-(2-Aminothiazolo)Propanal	REN
Porphyrin Fe(Iii)	MB
5-Fluoro-Beta-L-Gulosyl Fluoride	MAN2A1
INCB13739	HSD11B1
5-Methoxy-1,2-Dimethyl-3-(4-Nitrophenoxymethyl)Indole-4,7-Dione	NQO1
Vasopressin	AVPR1B|AVPR2|AVPR1A
Pradefovir Mesylate	CYP3A4
8,9-Dichloro-2,3,4,5-Tetrahydro-1h-Benzo[C]Azepine	PNMT
[4-(3-AMINOMETHYL-PHENYL)-PIPERIDIN-1-YL]-(5-PHENETHYL- PYRIDIN-3-YL)-METHANONE	TPSAB1
Glycinamide Ribonucleotide	GART
Adapalene	RARA|RARB|RARG|RXRG|RXRA|RXRB
Dexbrompheniramine	HRH1
Voacamine	ABCB1
N-[(1S)-2-{[(1R)-2-(benzyloxy)-1-cyano-1-methylethyl]amino}-1-(cyclohexylmethyl)-2-oxoethyl]morpholine-4-carboxamide	CTSS
N-[amino(imino)methyl]-2-[2-(2-chlorophenyl)-4-(4-propoxyphenyl)-3-thienyl]acetamide	BACE1
TAK-491	ACE2
4-Deoxy-Alpha-D-Glucose	SMARCA5
Arbutamine	ADRB1|ADRB2|ADRB3
Paliperidone	ADRA1A|ADRA1B|CYP2D6|DRD3|DRD4|DRD2|ADRA2A|ADRA2B|ADRA2C|CYP3A5|HTR2A|HTR2C|HRH1|HTR1D|CYP3A4|DRD1|HTR1A
Spirapril	ACE
Nebivolol	ADRB1|ADRB2
Z-Pro-Prolinal	PREP
Mercury Diiodide	SULT2A1
3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid [4-(Thiazol-2-Ylsulfamoyl)-Phenyl]-Amide	PTPN1
GSK716155	GLP1R
MK-0974	CALCA
6-(Octahydro-1h-Indol-1-Ylmethyl)Decahydroquinazoline-2,4-Diamine	DHFR
DODECANESULFONATE ION	BCHE
RU90395	SRC
4-{[4-AMINO-6-(CYCLOHEXYLMETHOXY)-5-NITROSOPYRIMIDIN-2-YL]AMINO}BENZAMIDE	CCNA2
N~3~-[3-(1H-INDOL-6-YL)BENZYL]PYRIDINE-2,3-DIAMINE	BACE1
Heptyl-Beta-D-Glucopyranoside	PPARD|FKBP1A
Galsulfase	PLIN3
'5'-O-(N-(L-Prolyl)-Sulfamoyl)Adenosine	EPRS
(2R,3R)-7-(methylsulfonyl)-3-(2,4,5-trifluorophenyl)-1,2,3,4-tetrahydropyrido[1,2-a]benzimidazol-2-amine	DPP4
Ezetimibe	SOAT1|NPC1L1|ANPEP
Amodiaquine	HNMT
9-Butyl-8-(3,4,5-Trimethoxybenzyl)-9h-Purin-6-Amine	HSP90AB1|HSP90AA1
methyl L-phenylalaninate	F2
REL-(9R,12S)-9,10,11,12-TETRAHYDRO-9,12-EPOXY-1H-DIINDOLO[1,2,3-FG:3',2',1'-KL]PYRROLO[3,4-I][1,6]BENZODIAZOCINE-1,3(2H)-DIONE	CHEK1
Chloroquine	TNF|GSTA2|TLR9
6-O-Phosphoryl Inosine Monophosphate	ADSSL1
1-Proponol	LYZ
Phosphoenolpyruvate	ENO3|PCK1
2-Chlorodideoxyadenosine	HSP90B1
5-[(1S)-1-(3-chlorophenyl)ethoxy]quinazoline-2,4-diamine	DCPS
N-[(CYCLOHEXYLAMINO)CARBONYL]GLYCINE	EPHX2
PRLX 93936	VDAC3|VDAC2
2-(4-ETHYLPIPERAZIN-1-YL)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE	CSNK2A1
N-(5-(4-CHLORO-3-(2-HYDROXY-ETHYLSULFAMOYL)- PHENYLTHIAZOLE-2-YL)-ACETAMIDE	PIK3C3|PIK3CG
Lorcaserin	HTR2C
Insulin Aspart	INSR
4-(4-hydroxy-3-methylphenyl)-6-phenylpyrimidin-2(5H)-one	PIM1
L-Cysteine	CARS2|GSS|GCLM|CARS|CSAD|GCLC|NFS1|CBS|CTH|MGMT|GOT1|CDO1|SLC19A3
N-METHYL-4-{[(2-OXO-1,2-DIHYDRO-3H-INDOL-3-YLIDENE)METHYL]AMINO}BENZENESULFONAMIDE	CDK2
M0002	AVPR2
Lamotrigine	SCN2A
Cirazoline	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C
Inositol-(1,3,4,5,6)-Pentakisphosphate	CYTH3
N4-(N,N-DIPHENYLCARBAMOYL)-AMINOGUANIDINE	F2
S-Oxymethionine	RAB5A
TZP-101	GHSR
Malate Ion	CS|ME2
Mitotane	CYP11B1|FDX1
1-(4-Methoxyphenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester	PDE4D
2-(1,3-thiazol-4-yl)-1H-benzimidazole-5-sulfonamide	CA2
Clofazimine	ABCB11|ABCB1
1-[2-(S)-AMINO-3-BIPHENYL-4-YL-PROPIONYL]-PYRROLIDINE-2-(S)-CARBONITRILE	DPP4
3-Bromo-7-Nitroindazole	NOS1|NOS2|NOS3
RU82209	SRC
Calcium	CALM3|COMP|CACNA1C|CAST|TNNC1|TNNC2|ATP2C1|SPTBN1|S100B
Cu-Bicyclam	LYZ
ISO24	SRC
2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE	ADCY5|ADCY2|GNAS
L-Ornithine	OAZ3|ARG1|OTC|SLC7A2|SLC7A1|OAZ2|GATM|OAT|SLC25A15|OAZ1|ARG2
(2R,3R,4S,5R)-2-[6-amino-8-[(3,4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol	HSPA8|BAG1
Peldesine	PNP
Benzylsulfinic Acid	CMA1|SOD2|HPN
Nintedanib	SRC|LYN|FGFR3|LCK|FLT4|FGFR1|FGFR2|FLT3|KDR|FLT1
Clobazam	GABRB3|GABRG3|GABRG2|GABRG1|GABRQ|GABRP|GABRD|GABRE|GABRB1|GABRA5|GABRA4|GABRB2|GABRA6|GABRA1|GABRA3|GABRA2
Benzquinamide	CHRM5|CHRM4|CHRM3|CHRM2|CHRM1|HRH1
3-({4-[(1E)-3-morpholin-4-yl-3-oxoprop-1-en-1-yl]-2,3-bis(trifluoromethyl)phenyl}sulfanyl)aniline	ITGAL
1-O-Octyl-2-Heptylphosphonyl-Sn-Glycero-3-Phosphoethanolamine	PLA2G1B
Octylphenoxy polyethoxyethanol	TNNC2
Protoporphyrin Ix Containing Co	PTGS1|CYCS
Succinic acid	BBOX1|P4HA2|P4HA1|LEPREL2|LEPREL1|LEPRE1|SLC25A10|PLOD3|PLOD1|ASPH|SUCLG2|SUCLG1|SUCLA2|OXCT1|OXCT2|SDHA|ALDH5A1|SDHC|SDHB|TMLHE
Fingolimod	S1PR5
Guanosine-5'-Triphosphate	RAP2A|RAB5A|UCKL1|PFKFB1|HRAS|GLUD1|RND3|ADSSL1|RHEB|ARF1
2-(1,1'-Biphenyl-4-Yl)Propanoic Acid	PTGS1
Ganirelix	GNRHR
Flufenamic Acid	PTGS2|PTGS1|AR|AKR1C3
1-(1-methylethyl)-3-quinolin-6-yl-1H-pyrazolo[3,4-d]pyrimidin-4-amine	SRC
Chlormezanone	TSPO
4-[3-(4-CHLOROPHENYL)-1H-PYRAZOL-5-YL]PIPERIDINE	F2
Canakinumab	IL1B
Fusicoccin	YWHAE
Ustekinumab	IL12B
Ethylisothiourea	NOS2|NOS3
N-[2-(5-methyl-4H-1,2,4-triazol-3-yl)phenyl]-7H-pyrrolo[2,3-d]pyrimidin-4-amine	AKT1|GSK3B
Selexipag	PTGIR
BNP-166	IL1B
INSM-18	IGF1R|EGFR
2',3'-Dideoxythymidine-5'-Monophosphate	DTYMK
(9BETA,13ALPHA,14BETA,17ALPHA)-2-METHOXYESTRA-1,3,5(10)-TRIENE-3,17-DIYL DISULFAMATE	CA2
ITI-007	DRD2|HTR2A
Sphinxolide B	ACTA1
LGD-1550	RARA|RARB|JUN|RARG
Aprobarbital	GRIA2|GRIK2|CHRNA4|GABRA5|GABRA4|GABRA6|GABRA1|GABRA3|GABRA2
1-(3-(2,4-DIMETHYLTHIAZOL-5-YL)-4-OXO-2,4-DIHYDROINDENO[1,2-C]PYRAZOL-5-YL)-3-(4-METHYLPIPERAZIN-1-YL)UREA	CDK2
4-(2,5-DIAMINO-5-HYDROXY-PENTYL)-PHENOL	F2
N-{1-[(1-carbamoylcyclopropyl)methyl]piperidin-4-yl}-N-cyclopropyl-4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide	HSD11B1
Dimethylthiambutene	OPRM1|OPRD1
3-[(3-(2-CARBOXYETHYL)-4-METHYLPYRROL-2-YL)METHYLENE]-2-INDOLINONE	FGFR1
N-(2,3-DIFLUORO-BENZYL)-4-SULFAMOYL-BENZAMIDE	CA2
3,6-DIAMINO-5-CYANO-4-(4-ETHOXYPHENYL)THIENO[2,3-B]PYRIDINE-2-CARBOXAMIDE	HSP90AA1
(2S)-4-(2,5-DIFLUOROPHENYL)-N-METHYL-2-PHENYL-N-PIPERIDIN-4-YL-2,5-DIHYDRO-1H-PYRROLE-1-CARBOXAMIDE	KIF11
4-[(4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE	CA2
Heme C	CYP2C9|CYCS
2,5-Anhydroglucitol-1,6-Biphosphate	FBP1
(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE	CYP2A6
2,3-DIMETHOXY-12H-[1,3]DIOXOLO[5,6]INDENO[1,2-C]ISOQUINOLIN-6-IUM	TOP1
PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-[(PYRIDIN-3-YLMETHYL)-AMIDE]	MMP13
N-(4-Aminobutanoyl)-S-(4-Methoxybenzyl)-L-Cysteinylglycine	GSTA1
(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclohexylpropanoyl)pyrrolidine-2-carboxamide	PRSS1|F2
Amyl Nitrite	NPR1
Aniracetam	GRIA2|DRD2|HTR2A|GRIA3
Uridine Diphosphate Galactose	B4GALT1|GALE|ABO
N-(4-(2-((3-Chlorophenylmethyl)Amino)Ethyl)Phenyl)-2-Thiophecarboxamidine	NOS1|NOS2
4-[(1S,2R,5S)-4,4,8-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL	NCOA2|ESR1
(5-Oxo-5,6-Dihydro-Indolo[1,2-a]Quinazolin-7-Yl)-Acetic Acid	CSNK2A1
4-(2,4-dichlorophenyl)-5-phenyldiazenyl-pyrimidin-2-amine	HSP90AA1
1-(2-nitrophenyl)-2,2,2-trifluoroethyl]-arsenocholine	ACHE
4-Piperidino-Piperidine	CES1
Tryptophanyl-5'amp	WARS
Goserelin	LHCGR|GNRHR
4-Carboxy-5-(1-Pentyl)Hexylsulfanyl-1,2,3-Triazole	HAO1
BIS-1,2-{[(Z)-2CARBOXY-2-METHYL-1,3-DIOXANE]-5-YLOXYCARBONYL}-PIPERAZINE	APCS
VX-765	IL1B|CASP1
2-[(2',3',4'-TRIFLUOROBIPHENYL-2-YL)OXY]ETHANOL	CTSS
Tamibarotene	RARA|RARB
L-2-Amino-4-(Guanidinooxy)Butyric Acid	NOS3
ETHYL 4-[(4-CHLOROPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE	NOS2
Clotiazepam	GABRG3|GABRR1|GABRG1|GABRR3|GABRP|GABRD|GABRE|GABRG2|GABRA5|GABRB1|GABRB2|GABRB3|GABRA1|GABRR2|GABRA3|GABRA2
3-(6-CYCLOHEXYLMETHOXY-9H-PURIN-2-YLAMINO)-BENZENESULFONAMIDE	CCNA2
N-(Chlorophenyl)-N'-Hydroxyguanidine	NOS3
4-(1,3-BENZODIOXOL-5-YLOXY)-2-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PYRIMIDINE	NOS2
1-DODECANOL	FAAH
Diminazene	PRSS1|PRDX5
E2012	PSENEN|APH1A
8,9,10-Trihydroxy-7-Hydroxymethyl-3-Methyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione	PYGM
4-(1,3,2-Dioxaborolan-2-Yloxy)Butan-1-Aminium	PRSS3
Nifedipine	CACNA1H|CACNA1S|CALM3|CACNB2|CACNA1C|CACNA1D|CACNA2D1|KCNA1
Phendimetrazine	ADRA1A|SLC6A2|ADRA1B
Letrozole	CYP19A1
Naloxone	ESR1|CREB1|OPRM1|OPRD1|TLR4|OPRK1
N6-(2,5-Dimethoxy-Benzyl)-N6-Methyl-Pyrido[2,3-D]Pyrimidine-2,4,6-Triamine	DHFR
Doxorubicin	TOP2A
CRA_7806	PRSS1
Agomelatine	MTNR1B|MTNR1A|HTR2C
Vildagliptin	DPP4
MCC	AIFM1
Clofarabine	POLA1|RRM1
7-[(3-CHLOROBENZYL)OXY]-2-OXO-2H-CHROMENE-4-CARBALDEHYDE	MAOB
Roxatidine acetate	HRH2
VEC-162	MTNR1B|MTNR1A
Oxycodone	OPRK1|OPRM1|OPRD1|ORM2|ORM1
Acebutolol	ADRB1|ADRB2
2-(3-FLUORO-4-HYDROXYPHENYL)-7-VINYL-1,3-BENZOXAZOL-5-OL	NCOA1|ESR2
N-Ethyl-5'-Carboxamido Adenosine	HSP90B1
Geldanamycin	HSP90AB1|HSP90AA1
1-BENZYL-3-(4-METHOXYPHENYLAMINO)-4-PHENYLPYRROLE-2,5-DIONE	RXRA|NR1H3
Teduglutide	GLP2R
N-Acetyl-D-glucosamine	RENBP|NAGPA|NAGLU|NAGK|B4GALT1|B4GALT3|B4GALT2|B4GALT4
O6-(R)-ROSCOVITINE, R-2-(6-BENZYLOXY-9-ISOPROPYL-9H-PURIN-2-YLAMINO)-BUTAN-1-OL	PDXK
1-Beta-Ribofuranosyl-1,3-Diazepinone	CDA
O-Benzylsulfonyl-Serine	PRSS2
5,5-dimethyl-2-morpholin-4-yl-5,6-dihydro-1,3-benzothiazol-7(4H)-one	PIK3CG
Varenicline	CHRNA4|CHRNA6|CHRNA3
Azatadine	HRH1
Infliximab	TNF
P-Anisic Acid	PLA2G2E|PLA2G1B
Uridine	LSM6
4-[3-(1,4-diazepan-1-ylcarbonyl)-4-fluorobenzyl]phthalazin-1(2H)-one	PARP3
Glyburide	CPT1A|KCNJ1|KCNJ5|KCNJ8|KCNJ11|ABCB11|ABCC8|ABCC9|ABCA1|CFTR
2-[4-(4-Chlorophenyl)Cyclohexylidene]-3,4-Dihydroxy-1(2h)-Naphthalenone	DHODH
[3-(Dodecanoylamino)Propyl](Hydroxy)Dimethylammonium	SLC25A4
(5E,7S)-2-amino-7-(4-fluoro-2-pyridin-3-ylphenyl)-4-methyl-7,8-dihydroquinazolin-5(6H)-one oxime	HSP90AA1
Bis(5-Amidino-Benzimidazolyl)Methane Zinc	PRSS1
Guanidinoethylmercaptosuccinic acid	CPD
N-Benzyl-4-Sulfamoyl-Benzamide	CA2
3-(Prop-2-Ene-1-Sulfinyl)-Propene-1-Thiol	GSR
N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-2-Methyl-Butane	CTSH|CTSB
Atracurium besylate	CHRNA2
1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole	PTGS2
9-Deazainosine	PNP
OSI-7904L	TYMS
N6-METHYL-(R)-ROSCOVITINE, R-2-[6-(BENZYL-METHYL-AMINO)-9-ISOPROPYL-9H-PURIN-2-YLAMINO]-BUTAN-1-OL	PDXK
